0	8.324218721	NaN	0.025962082	NaN
30	5.804317356	NaN	0.148234762	NaN
60	5.445584618	NaN	0.18701457	NaN
120	4.286552688	4.286552688	0.143340504	0.143340504
180	3.392273218	2.119280314	0.080812887	0.238560627
240	2.806448429	2.235502013	0.182316041	0.371375646
300	2.218765316	2.044022815	0.171804527	0.261083777
360	2.328167076	1.748651242	0.249957731	0.288214278
