0	7.82660626	NaN	0.11147167	NaN
30	4.4128554	NaN	0.27592774	NaN
60	2.63286973	NaN	0.26036994	NaN
120	2.53258344	2.53258344	0.29018286	0.29018286
180	2.14880514	2.209925752	0.17750882	0.305041872
240	2.05375233	2.235985638	0.15546862	0.161673531
300	1.99829014	2.148805142	0.25579463	0.104102314
360	1.84062062	2.143507817	0.25615608	0.127332591
