0	8.19493068	NaN	0.083570669	NaN
30	5.038675481	NaN	0.083602622	NaN
60	4.507766233	NaN	0.029673548	NaN
120	4.102089497	4.102089497	0.08005532	0.08005532
180	3.810499458	2.925860839	0.065244811	0.085449507
240	3.715544204	2.052351373	0.174089801	0.086534545
300	3.505822634	1.837258797	0.13283373	0.198387346
360	3.34764304	1.418695658	0.168457897	0.16224087
420	3.250035381	NaN	0.078743401	NaN
