0	8.441499608	NaN	0.04509632	NaN
30	6.101195861	NaN	0.03227502	NaN
60	5.55981955	NaN	0.053901328	NaN
120	5.127896576	5.127896576	0.03539214	0.03539214
180	4.34880101	1.981846287	0.095595679	0.107138791
240	4.176084825	0.889075625	0.046240692	0.132774858
300	3.853608622	0.929000836	0.06661035	0.332873314
420	3.506545924	0.143507817	0.043619783	0.188844211
480	3.340658613	0.044022815	0.038575331	0.08804563
