0	8.127749291	8.512744692	8.601363911	0.11586582	0.179172685	0.063241096
30	4.653742025	4.335171434	3.535006645	0.046535071	0.074616358	0.094216014
60	4.525559023	4.087943513	3.423660073	0.161645795	0.067037537	0.194875886
120	3.826384338	3.838972362	3.535006645	0.114210687	0.050195538	0.106843251
180	3.089494872	2.801003485	2.801325245	0.0312551	0.063740179	0.076390479
240	2.420020393	2.404706498	2.231442403	0.115253588	0.173559707	0.080853535
300	2.379002881	2.147476235	2.147242904	0.109244693	0.184605437	0.106395232
360	2.086734866	2.304356362	2.166160494	0.144555246	0.067075739	0.0875913
