0	8.268420425	8.324855031	8.362227522	0.044063745	0.054235506	0.046086808
30	6.210183309	5.287590851	4.825257499	0.027879293	0.053277057	0.151095886
60	5.896611829	4.963960772	4.169219108	0.060003951	0.034287494	0.160706475
90	5.44719727	3.775092636	3.325257499	0.020118846	0.349201221	0.471681141
120	5.149679445	3.490799338	3.109833173	0.028473852	0.069486342	0.44366003
180	5.677767434	3.699835137	4.078988305	0.108274573	0.104619481	0.057419973
240	5.295200894	4.515803307	4.236241749	0.04795268	0.070366272	0.02519679
360	5.591475944	4.734340287	3.968028321	0.082996166	0.083351303	0.074159246
420	4.699393051	4.290455756	NaN	0.066132167	0.07693438	NaN
