0	8.673562156	8.536825304	8.442885847	0.031478419	0.120393301	0.070085845
30	5.484173107	5.212800427	4.667225841	0.064962606	0.054430019	0.14438695
60	4.789445996	4.550939238	4.097010087	0.058560012	0.072544834	0.07494243
120	4.210564384	3.700113968	3.321738281	0.078745933	0.167795975	0.150311807
180	4.024937724	3.358171875	3.086524867	0.011401907	0.037236377	0.103515765
240	3.86466009	3.125772548	2.844037009	0.052147199	0.017140421	0.098522777
360	3.599082535	3.099457913	2.756258289	0.143001141	0.019800782	0.075072332
420	3.371073753	2.887718094	NaN	0.038072225	0.02305725	NaN
